image_x image_y distances
000093.jpg 004668.jpg 0.6281480037851069
000093.jpg 036881.jpg 0.6405301825087709
000093.jpg 044328.jpg 0.6439596662678773
000093.jpg 060164.jpg 0.5400782053604155
000093.jpg 062217.jpg 0.4707679175478716
000093.jpg 064548.jpg 0.661070295979477
000093.jpg 069081.jpg 0.5314113034133556
000093.jpg 081426.jpg 0.627770174307077
000093.jpg 093743.jpg 0.6491047731199746
000093.jpg 099844.jpg 0.6850781768176938
000093.jpg 107892.jpg 0.6426181277679219
000093.jpg 108803.jpg 0.5923774889456107
000093.jpg 122639.jpg 0.7145780567055711
000093.jpg 128499.jpg 0.6618329757372265
000093.jpg 136107.jpg 0.733743206246422
000093.jpg 137225.jpg 0.5260306513600093
000093.jpg 137773.jpg 0.6759809183332076
000093.jpg 142985.jpg 0.6549984804907263
000093.jpg 143974.jpg 0.6497165957947378
000093.jpg 151994.jpg 0.674739208789454
000093.jpg 154423.jpg 0.6272963851530272
000093.jpg 159503.jpg 0.6668951610025051
000093.jpg 159612.jpg 0.7108180392037072
000093.jpg 161754.jpg 0.5943370337991464
000114.jpg 000825.jpg 0.4634402675389304
000114.jpg 009399.jpg 0.6053096057603372
000114.jpg 011760.jpg 0.7187895837026043
000114.jpg 012577.jpg 0.6179339021440797
000114.jpg 022967.jpg 0.586093023904217
000114.jpg 023155.jpg 0.5789808154909494
000114.jpg 033367.jpg 0.6964253507925969
000114.jpg 035299.jpg 0.480259468138245
000114.jpg 054382.jpg 0.6973755960769903
000114.jpg 061983.jpg 0.5272335759082319
000114.jpg 072895.jpg 0.6272425024331645
000114.jpg 089654.jpg 0.5298103931879892
000114.jpg 090091.jpg 0.720929605354977
000114.jpg 092140.jpg 0.716249562433854
000114.jpg 095972.jpg 0.7482856935608408
000114.jpg 097096.jpg 0.4986959973906807
000114.jpg 106860.jpg 0.6471110559658696
000114.jpg 107555.jpg 0.49262922581645696
000114.jpg 115937.jpg 0.5311722297994687
000114.jpg 116482.jpg 0.5487678446074106
000114.jpg 118439.jpg 0.7083867561597212
000114.jpg 119408.jpg 0.6214610198948716
000114.jpg 131714.jpg 0.5120154990116322
000114.jpg 132326.jpg 0.6650191199340405
000114.jpg 134242.jpg 0.6364695307304791
000114.jpg 136128.jpg 0.5234282636830125
000114.jpg 142759.jpg 0.5302915035831182
000114.jpg 158958.jpg 0.5811158478509666
000131.jpg 006383.jpg 0.6697383798189326
000131.jpg 008575.jpg 0.5575696049584518
000131.jpg 009865.jpg 0.7281788277430217
000131.jpg 010582.jpg 0.5527622600863441
000131.jpg 010594.jpg 0.5848936343205731
000131.jpg 021862.jpg 0.6122292585388731
000131.jpg 029772.jpg 0.472253829379729
000131.jpg 030396.jpg 0.6100253189023108
000131.jpg 041086.jpg 0.5365377376311171
000131.jpg 043004.jpg 0.7276360300374313
000131.jpg 065194.jpg 0.7058084624079035
000131.jpg 066968.jpg 0.6837598873106395
000131.jpg 072328.jpg 0.5949084411938445
000131.jpg 072850.jpg 0.45026775328516594
000131.jpg 082593.jpg 0.5881863400301423
000131.jpg 104914.jpg 0.6249201866094906
000131.jpg 108819.jpg 0.6152707550496718
000131.jpg 109653.jpg 0.5534026746596932
000131.jpg 111854.jpg 0.7680550376394701
000131.jpg 113697.jpg 0.5843706074687229
000131.jpg 114878.jpg 0.5203060120430196
000131.jpg 122317.jpg 0.7200936726460024
000131.jpg 122978.jpg 0.5505322405470172
000131.jpg 151863.jpg 0.7326194505719994
000131.jpg 153541.jpg 0.7235311076415152
000131.jpg 159948.jpg 0.6780067775964395
000131.jpg 162676.jpg 0.623971351260142
000149.jpg 019844.jpg 0.5828134359811087
000149.jpg 022582.jpg 0.573752178307268
000149.jpg 034805.jpg 0.6242332343567838
000149.jpg 047875.jpg 0.6048122076693808
000149.jpg 059167.jpg 0.701974062684523
000149.jpg 066607.jpg 0.635473052133987
000149.jpg 076603.jpg 0.6443404492582407
000149.jpg 082370.jpg 0.6665498931003006
000149.jpg 083129.jpg 0.5990299629110175
000149.jpg 097454.jpg 0.6203783661172114
000149.jpg 098118.jpg 0.6090956268649022
000149.jpg 101623.jpg 0.5811146066066754
000149.jpg 103052.jpg 0.5383935850190917
000149.jpg 108919.jpg 0.6001354158777156
000149.jpg 110181.jpg 0.5315738171066845
000149.jpg 118262.jpg 0.7881577514702031
000149.jpg 119770.jpg 0.558567395907339
000149.jpg 122585.jpg 0.6252359346318923
000149.jpg 133163.jpg 0.624042214498191
000149.jpg 135552.jpg 0.6058558638927588
000149.jpg 140119.jpg 0.6602400957060629
000149.jpg 145115.jpg 0.6196426137589435
000176.jpg 000280.jpg 0.6607481592353911
000176.jpg 008608.jpg 0.49976196882634677
000176.jpg 024201.jpg 0.6643625242695456
000176.jpg 025270.jpg 0.5027221165564992
000176.jpg 030189.jpg 0.6038378823481222
000176.jpg 034727.jpg 0.7560601048556798
000176.jpg 042558.jpg 0.6301144169520563
000176.jpg 046183.jpg 0.703444270762687
000176.jpg 054381.jpg 0.6238610064792102
000176.jpg 057718.jpg 0.6153302080460225
000176.jpg 069111.jpg 0.5845588321010338
000176.jpg 070512.jpg 0.645108771090928
000176.jpg 071930.jpg 0.7526700351579786
000176.jpg 076056.jpg 0.6792178127999335
000176.jpg 076610.jpg 0.6029270200175921
000176.jpg 121726.jpg 0.6314680195033894
000176.jpg 126315.jpg 0.6490434955142707
000176.jpg 134044.jpg 0.6827939032466733
000176.jpg 138148.jpg 0.6257968740256266
000176.jpg 150323.jpg 0.6668076061116879
000176.jpg 156989.jpg 0.640225963757343
000180.jpg 004745.jpg 0.6008133334143982
000180.jpg 006172.jpg 0.4558111853546571
000180.jpg 007413.jpg 0.615119398902576
000180.jpg 018563.jpg 0.5740321552594554
000180.jpg 037418.jpg 0.5924029896587846
000180.jpg 041749.jpg 0.6922585269855703
000180.jpg 054298.jpg 0.7552441949487357
000180.jpg 060443.jpg 0.46418480709969073
000180.jpg 072016.jpg 0.6254100876275663
000180.jpg 075179.jpg 0.6669398701240664
000180.jpg 077736.jpg 0.5021053268809672
000180.jpg 081227.jpg 0.40235813248010077
000180.jpg 083604.jpg 0.5061879477396108
000180.jpg 092960.jpg 0.35993463865970393
000180.jpg 096133.jpg 0.6817762087989359
000180.jpg 096559.jpg 0.7236954063503247
000180.jpg 101702.jpg 0.5573721458495395
000180.jpg 106166.jpg 0.5718587980329561
000180.jpg 106954.jpg 0.6282613564961069
000180.jpg 113065.jpg 0.5288495544464785
000180.jpg 122569.jpg 0.48678091582703104
000180.jpg 133426.jpg 0.6527493868368164
000180.jpg 134786.jpg 0.6163967255005371
000180.jpg 137632.jpg 0.7502900334452112
000180.jpg 140552.jpg 0.5225381303000188
000180.jpg 145102.jpg 0.7493828579583471
000180.jpg 146714.jpg 0.5267125860441917
000180.jpg 148047.jpg 0.5658560098329529
000180.jpg 150010.jpg 0.7378926565303833
000207.jpg 016608.jpg 0.48591995143570116
000207.jpg 026194.jpg 0.5571270988809307
000207.jpg 036576.jpg 0.5514399332819423
000207.jpg 042392.jpg 0.4895231952902763
000207.jpg 049444.jpg 0.48370172272968326
000207.jpg 062365.jpg 0.5848559534920048
000207.jpg 069052.jpg 0.5718545193806417
000207.jpg 092781.jpg 0.5301689910275069
000207.jpg 102878.jpg 0.5400985471312595
000207.jpg 104051.jpg 0.5484220081416442
000207.jpg 105083.jpg 0.6339978266216347
000207.jpg 113958.jpg 0.4871062372609461
000207.jpg 114640.jpg 0.5869214753286436
000207.jpg 119380.jpg 0.5482518237292453
000207.jpg 129463.jpg 0.5984647384692199
